# OUT_OF_SCOPE — série de valores, não entra na skill.
# Manutenção separada (regra 4 de 01-plano-extracao.md). Aqui só como
# evidência de conferência contra a tabela mantida à parte.
# documento=manual-de-calculo-trabalhista_2016-1.pdf emissor=TRT-3, Secretaria de Cálculos Judiciais, julho/2016 offset_paginacao=0
# Os calendários do original não têm moldura de tabela: cada dia foi
# atribuído a um mês e a um dia da semana pela posição x/y na página.
# 'dia_da_semana' vem da coluna sob o cabeçalho D S T Q Q S S do original,
# não de cálculo de calendário. Divergência é do original — ver relatório.
pagina_pdf,item,ano,mes,mes_numero,dia,dia_da_semana
460,18.14,2007,JANEIRO,1,1,segunda
460,18.14,2007,JANEIRO,1,2,terca
460,18.14,2007,JANEIRO,1,3,quarta
460,18.14,2007,JANEIRO,1,4,quinta
460,18.14,2007,JANEIRO,1,5,sexta
460,18.14,2007,JANEIRO,1,6,sabado
460,18.14,2007,JANEIRO,1,7,domingo
460,18.14,2007,JANEIRO,1,8,segunda
460,18.14,2007,JANEIRO,1,9,terca
460,18.14,2007,JANEIRO,1,10,quarta
460,18.14,2007,JANEIRO,1,11,quinta
460,18.14,2007,JANEIRO,1,12,sexta
460,18.14,2007,JANEIRO,1,13,sabado
460,18.14,2007,JANEIRO,1,14,domingo
460,18.14,2007,JANEIRO,1,15,segunda
460,18.14,2007,JANEIRO,1,16,terca
460,18.14,2007,JANEIRO,1,17,quarta
460,18.14,2007,JANEIRO,1,18,quinta
460,18.14,2007,JANEIRO,1,19,sexta
460,18.14,2007,JANEIRO,1,20,sabado
460,18.14,2007,JANEIRO,1,21,domingo
460,18.14,2007,JANEIRO,1,22,segunda
460,18.14,2007,JANEIRO,1,23,terca
460,18.14,2007,JANEIRO,1,24,quarta
460,18.14,2007,JANEIRO,1,25,quinta
460,18.14,2007,JANEIRO,1,26,sexta
460,18.14,2007,JANEIRO,1,27,sabado
460,18.14,2007,JANEIRO,1,28,domingo
460,18.14,2007,JANEIRO,1,29,segunda
460,18.14,2007,JANEIRO,1,30,terca
460,18.14,2007,JANEIRO,1,31,quarta
460,18.14,2007,FEVEREIRO,2,1,quinta
460,18.14,2007,FEVEREIRO,2,2,sexta
460,18.14,2007,FEVEREIRO,2,3,sabado
460,18.14,2007,FEVEREIRO,2,4,domingo
460,18.14,2007,FEVEREIRO,2,5,segunda
460,18.14,2007,FEVEREIRO,2,6,terca
460,18.14,2007,FEVEREIRO,2,7,quarta
460,18.14,2007,FEVEREIRO,2,8,quinta
460,18.14,2007,FEVEREIRO,2,9,sexta
460,18.14,2007,FEVEREIRO,2,10,sabado
460,18.14,2007,FEVEREIRO,2,11,domingo
460,18.14,2007,FEVEREIRO,2,12,segunda
460,18.14,2007,FEVEREIRO,2,13,terca
460,18.14,2007,FEVEREIRO,2,14,quarta
460,18.14,2007,FEVEREIRO,2,15,quinta
460,18.14,2007,FEVEREIRO,2,16,sexta
460,18.14,2007,FEVEREIRO,2,17,sabado
460,18.14,2007,FEVEREIRO,2,18,domingo
460,18.14,2007,FEVEREIRO,2,19,segunda
460,18.14,2007,FEVEREIRO,2,20,terca
460,18.14,2007,FEVEREIRO,2,21,quarta
460,18.14,2007,FEVEREIRO,2,22,quinta
460,18.14,2007,FEVEREIRO,2,23,sexta
460,18.14,2007,FEVEREIRO,2,24,sabado
460,18.14,2007,FEVEREIRO,2,25,domingo
460,18.14,2007,FEVEREIRO,2,26,segunda
460,18.14,2007,FEVEREIRO,2,27,terca
460,18.14,2007,FEVEREIRO,2,28,quarta
460,18.14,2007,MARÇO,3,1,quinta
460,18.14,2007,MARÇO,3,2,sexta
460,18.14,2007,MARÇO,3,3,sabado
460,18.14,2007,MARÇO,3,4,domingo
460,18.14,2007,MARÇO,3,5,segunda
460,18.14,2007,MARÇO,3,6,terca
460,18.14,2007,MARÇO,3,7,quarta
460,18.14,2007,MARÇO,3,8,quinta
460,18.14,2007,MARÇO,3,9,sexta
460,18.14,2007,MARÇO,3,10,sabado
460,18.14,2007,MARÇO,3,11,domingo
460,18.14,2007,MARÇO,3,12,segunda
460,18.14,2007,MARÇO,3,13,terca
460,18.14,2007,MARÇO,3,14,quarta
460,18.14,2007,MARÇO,3,15,quinta
460,18.14,2007,MARÇO,3,16,sexta
460,18.14,2007,MARÇO,3,17,sabado
460,18.14,2007,MARÇO,3,18,domingo
460,18.14,2007,MARÇO,3,19,segunda
460,18.14,2007,MARÇO,3,20,terca
460,18.14,2007,MARÇO,3,21,quarta
460,18.14,2007,MARÇO,3,22,quinta
460,18.14,2007,MARÇO,3,23,sexta
460,18.14,2007,MARÇO,3,24,sabado
460,18.14,2007,MARÇO,3,25,domingo
460,18.14,2007,MARÇO,3,26,segunda
460,18.14,2007,MARÇO,3,27,terca
460,18.14,2007,MARÇO,3,28,quarta
460,18.14,2007,MARÇO,3,29,quinta
460,18.14,2007,MARÇO,3,30,sexta
460,18.14,2007,MARÇO,3,31,sabado
460,18.14,2007,ABRIL,4,1,domingo
460,18.14,2007,ABRIL,4,2,segunda
460,18.14,2007,ABRIL,4,3,terca
460,18.14,2007,ABRIL,4,4,quarta
460,18.14,2007,ABRIL,4,5,quinta
460,18.14,2007,ABRIL,4,6,sexta
460,18.14,2007,ABRIL,4,7,sabado
460,18.14,2007,ABRIL,4,8,domingo
460,18.14,2007,ABRIL,4,9,segunda
460,18.14,2007,ABRIL,4,10,terca
460,18.14,2007,ABRIL,4,11,quarta
460,18.14,2007,ABRIL,4,12,quinta
460,18.14,2007,ABRIL,4,13,sexta
460,18.14,2007,ABRIL,4,14,sabado
460,18.14,2007,ABRIL,4,15,domingo
460,18.14,2007,ABRIL,4,16,segunda
460,18.14,2007,ABRIL,4,17,terca
460,18.14,2007,ABRIL,4,18,quarta
460,18.14,2007,ABRIL,4,19,quinta
460,18.14,2007,ABRIL,4,20,sexta
460,18.14,2007,ABRIL,4,21,sabado
460,18.14,2007,ABRIL,4,22,domingo
460,18.14,2007,ABRIL,4,23,segunda
460,18.14,2007,ABRIL,4,24,terca
460,18.14,2007,ABRIL,4,25,quarta
460,18.14,2007,ABRIL,4,26,quinta
460,18.14,2007,ABRIL,4,27,sexta
460,18.14,2007,ABRIL,4,28,sabado
460,18.14,2007,ABRIL,4,29,domingo
460,18.14,2007,ABRIL,4,30,segunda
460,18.14,2007,MAIO,5,1,terca
460,18.14,2007,MAIO,5,2,quarta
460,18.14,2007,MAIO,5,3,quinta
460,18.14,2007,MAIO,5,4,sexta
460,18.14,2007,MAIO,5,5,sabado
460,18.14,2007,MAIO,5,6,domingo
460,18.14,2007,MAIO,5,7,segunda
460,18.14,2007,MAIO,5,8,terca
460,18.14,2007,MAIO,5,9,quarta
460,18.14,2007,MAIO,5,10,quinta
460,18.14,2007,MAIO,5,11,sexta
460,18.14,2007,MAIO,5,12,sabado
460,18.14,2007,MAIO,5,13,domingo
460,18.14,2007,MAIO,5,14,segunda
460,18.14,2007,MAIO,5,15,terca
460,18.14,2007,MAIO,5,16,quarta
460,18.14,2007,MAIO,5,17,quinta
460,18.14,2007,MAIO,5,18,sexta
460,18.14,2007,MAIO,5,19,sabado
460,18.14,2007,MAIO,5,20,domingo
460,18.14,2007,MAIO,5,21,segunda
460,18.14,2007,MAIO,5,22,terca
460,18.14,2007,MAIO,5,23,quarta
460,18.14,2007,MAIO,5,24,quinta
460,18.14,2007,MAIO,5,25,sexta
460,18.14,2007,MAIO,5,26,sabado
460,18.14,2007,MAIO,5,27,domingo
460,18.14,2007,MAIO,5,28,segunda
460,18.14,2007,MAIO,5,29,terca
460,18.14,2007,MAIO,5,30,quarta
460,18.14,2007,MAIO,5,31,quinta
460,18.14,2007,JUNHO,6,1,sexta
460,18.14,2007,JUNHO,6,2,sabado
460,18.14,2007,JUNHO,6,3,domingo
460,18.14,2007,JUNHO,6,4,segunda
460,18.14,2007,JUNHO,6,5,terca
460,18.14,2007,JUNHO,6,6,quarta
460,18.14,2007,JUNHO,6,7,quinta
460,18.14,2007,JUNHO,6,8,sexta
460,18.14,2007,JUNHO,6,9,sabado
460,18.14,2007,JUNHO,6,10,domingo
460,18.14,2007,JUNHO,6,11,segunda
460,18.14,2007,JUNHO,6,12,terca
460,18.14,2007,JUNHO,6,13,quarta
460,18.14,2007,JUNHO,6,14,quinta
460,18.14,2007,JUNHO,6,15,sexta
460,18.14,2007,JUNHO,6,16,sabado
460,18.14,2007,JUNHO,6,17,domingo
460,18.14,2007,JUNHO,6,18,segunda
460,18.14,2007,JUNHO,6,19,terca
460,18.14,2007,JUNHO,6,20,quarta
460,18.14,2007,JUNHO,6,21,quinta
460,18.14,2007,JUNHO,6,22,sexta
460,18.14,2007,JUNHO,6,23,sabado
460,18.14,2007,JUNHO,6,24,domingo
460,18.14,2007,JUNHO,6,25,segunda
460,18.14,2007,JUNHO,6,26,terca
460,18.14,2007,JUNHO,6,27,quarta
460,18.14,2007,JUNHO,6,28,quinta
460,18.14,2007,JUNHO,6,29,sexta
460,18.14,2007,JUNHO,6,30,sabado
460,18.14,2007,JULHO,7,1,domingo
460,18.14,2007,JULHO,7,2,segunda
460,18.14,2007,JULHO,7,3,terca
460,18.14,2007,JULHO,7,4,quarta
460,18.14,2007,JULHO,7,5,quinta
460,18.14,2007,JULHO,7,6,sexta
460,18.14,2007,JULHO,7,7,sabado
460,18.14,2007,JULHO,7,8,domingo
460,18.14,2007,JULHO,7,9,segunda
460,18.14,2007,JULHO,7,10,terca
460,18.14,2007,JULHO,7,11,quarta
460,18.14,2007,JULHO,7,12,quinta
460,18.14,2007,JULHO,7,13,sexta
460,18.14,2007,JULHO,7,14,sabado
460,18.14,2007,JULHO,7,15,domingo
460,18.14,2007,JULHO,7,16,segunda
460,18.14,2007,JULHO,7,17,terca
460,18.14,2007,JULHO,7,18,quarta
460,18.14,2007,JULHO,7,19,quinta
460,18.14,2007,JULHO,7,20,sexta
460,18.14,2007,JULHO,7,21,sabado
460,18.14,2007,JULHO,7,22,domingo
460,18.14,2007,JULHO,7,23,segunda
460,18.14,2007,JULHO,7,24,terca
460,18.14,2007,JULHO,7,25,quarta
460,18.14,2007,JULHO,7,26,quinta
460,18.14,2007,JULHO,7,27,sexta
460,18.14,2007,JULHO,7,28,sabado
460,18.14,2007,JULHO,7,29,domingo
460,18.14,2007,JULHO,7,30,segunda
460,18.14,2007,JULHO,7,31,terca
460,18.14,2007,AGOSTO,8,1,quarta
460,18.14,2007,AGOSTO,8,2,quinta
460,18.14,2007,AGOSTO,8,3,sexta
460,18.14,2007,AGOSTO,8,4,sabado
460,18.14,2007,AGOSTO,8,5,domingo
460,18.14,2007,AGOSTO,8,6,segunda
460,18.14,2007,AGOSTO,8,7,terca
460,18.14,2007,AGOSTO,8,8,quarta
460,18.14,2007,AGOSTO,8,9,quinta
460,18.14,2007,AGOSTO,8,10,sexta
460,18.14,2007,AGOSTO,8,11,sabado
460,18.14,2007,AGOSTO,8,12,domingo
460,18.14,2007,AGOSTO,8,13,segunda
460,18.14,2007,AGOSTO,8,14,terca
460,18.14,2007,AGOSTO,8,15,quarta
460,18.14,2007,AGOSTO,8,16,quinta
460,18.14,2007,AGOSTO,8,17,sexta
460,18.14,2007,AGOSTO,8,18,sabado
460,18.14,2007,AGOSTO,8,19,domingo
460,18.14,2007,AGOSTO,8,20,segunda
460,18.14,2007,AGOSTO,8,21,terca
460,18.14,2007,AGOSTO,8,22,quarta
460,18.14,2007,AGOSTO,8,23,quinta
460,18.14,2007,AGOSTO,8,24,sexta
460,18.14,2007,AGOSTO,8,25,sabado
460,18.14,2007,AGOSTO,8,26,domingo
460,18.14,2007,AGOSTO,8,27,segunda
460,18.14,2007,AGOSTO,8,28,terca
460,18.14,2007,AGOSTO,8,29,quarta
460,18.14,2007,AGOSTO,8,30,quinta
460,18.14,2007,AGOSTO,8,31,sexta
460,18.14,2007,SETEMBRO,9,1,sabado
460,18.14,2007,SETEMBRO,9,2,domingo
460,18.14,2007,SETEMBRO,9,3,segunda
460,18.14,2007,SETEMBRO,9,4,terca
460,18.14,2007,SETEMBRO,9,5,quarta
460,18.14,2007,SETEMBRO,9,6,quinta
460,18.14,2007,SETEMBRO,9,7,sexta
460,18.14,2007,SETEMBRO,9,8,sabado
460,18.14,2007,SETEMBRO,9,9,domingo
460,18.14,2007,SETEMBRO,9,10,segunda
460,18.14,2007,SETEMBRO,9,11,terca
460,18.14,2007,SETEMBRO,9,12,quarta
460,18.14,2007,SETEMBRO,9,13,quinta
460,18.14,2007,SETEMBRO,9,14,sexta
460,18.14,2007,SETEMBRO,9,15,sabado
460,18.14,2007,SETEMBRO,9,16,domingo
460,18.14,2007,SETEMBRO,9,17,segunda
460,18.14,2007,SETEMBRO,9,18,terca
460,18.14,2007,SETEMBRO,9,19,quarta
460,18.14,2007,SETEMBRO,9,20,quinta
460,18.14,2007,SETEMBRO,9,21,sexta
460,18.14,2007,SETEMBRO,9,22,sabado
460,18.14,2007,SETEMBRO,9,23,domingo
460,18.14,2007,SETEMBRO,9,24,segunda
460,18.14,2007,SETEMBRO,9,25,terca
460,18.14,2007,SETEMBRO,9,26,quarta
460,18.14,2007,SETEMBRO,9,27,quinta
460,18.14,2007,SETEMBRO,9,28,sexta
460,18.14,2007,SETEMBRO,9,29,sabado
460,18.14,2007,SETEMBRO,9,30,domingo
460,18.14,2007,OUTUBRO,10,1,segunda
460,18.14,2007,OUTUBRO,10,2,terca
460,18.14,2007,OUTUBRO,10,3,quarta
460,18.14,2007,OUTUBRO,10,4,quinta
460,18.14,2007,OUTUBRO,10,5,sexta
460,18.14,2007,OUTUBRO,10,6,sabado
460,18.14,2007,OUTUBRO,10,7,domingo
460,18.14,2007,OUTUBRO,10,8,segunda
460,18.14,2007,OUTUBRO,10,9,terca
460,18.14,2007,OUTUBRO,10,10,quarta
460,18.14,2007,OUTUBRO,10,11,quinta
460,18.14,2007,OUTUBRO,10,12,sexta
460,18.14,2007,OUTUBRO,10,13,sabado
460,18.14,2007,OUTUBRO,10,14,domingo
460,18.14,2007,OUTUBRO,10,15,segunda
460,18.14,2007,OUTUBRO,10,16,terca
460,18.14,2007,OUTUBRO,10,17,quarta
460,18.14,2007,OUTUBRO,10,18,quinta
460,18.14,2007,OUTUBRO,10,19,sexta
460,18.14,2007,OUTUBRO,10,20,sabado
460,18.14,2007,OUTUBRO,10,21,domingo
460,18.14,2007,OUTUBRO,10,22,segunda
460,18.14,2007,OUTUBRO,10,23,terca
460,18.14,2007,OUTUBRO,10,24,quarta
460,18.14,2007,OUTUBRO,10,25,quinta
460,18.14,2007,OUTUBRO,10,26,sexta
460,18.14,2007,OUTUBRO,10,27,sabado
460,18.14,2007,OUTUBRO,10,28,domingo
460,18.14,2007,OUTUBRO,10,29,segunda
460,18.14,2007,OUTUBRO,10,30,terca
460,18.14,2007,OUTUBRO,10,31,quarta
460,18.14,2007,NOVEMBRO,11,1,quinta
460,18.14,2007,NOVEMBRO,11,2,sexta
460,18.14,2007,NOVEMBRO,11,3,sabado
460,18.14,2007,NOVEMBRO,11,4,domingo
460,18.14,2007,NOVEMBRO,11,5,segunda
460,18.14,2007,NOVEMBRO,11,6,terca
460,18.14,2007,NOVEMBRO,11,7,quarta
460,18.14,2007,NOVEMBRO,11,8,quinta
460,18.14,2007,NOVEMBRO,11,9,sexta
460,18.14,2007,NOVEMBRO,11,10,sabado
460,18.14,2007,NOVEMBRO,11,11,domingo
460,18.14,2007,NOVEMBRO,11,12,segunda
460,18.14,2007,NOVEMBRO,11,13,terca
460,18.14,2007,NOVEMBRO,11,14,quarta
460,18.14,2007,NOVEMBRO,11,15,quinta
460,18.14,2007,NOVEMBRO,11,16,sexta
460,18.14,2007,NOVEMBRO,11,17,sabado
460,18.14,2007,NOVEMBRO,11,18,domingo
460,18.14,2007,NOVEMBRO,11,19,segunda
460,18.14,2007,NOVEMBRO,11,20,terca
460,18.14,2007,NOVEMBRO,11,21,quarta
460,18.14,2007,NOVEMBRO,11,22,quinta
460,18.14,2007,NOVEMBRO,11,23,sexta
460,18.14,2007,NOVEMBRO,11,24,sabado
460,18.14,2007,NOVEMBRO,11,25,domingo
460,18.14,2007,NOVEMBRO,11,26,segunda
460,18.14,2007,NOVEMBRO,11,27,terca
460,18.14,2007,NOVEMBRO,11,28,quarta
460,18.14,2007,NOVEMBRO,11,29,quinta
460,18.14,2007,NOVEMBRO,11,30,sexta
460,18.14,2007,DEZEMBRO,12,1,sabado
460,18.14,2007,DEZEMBRO,12,2,domingo
460,18.14,2007,DEZEMBRO,12,3,segunda
460,18.14,2007,DEZEMBRO,12,4,terca
460,18.14,2007,DEZEMBRO,12,5,quarta
460,18.14,2007,DEZEMBRO,12,6,quinta
460,18.14,2007,DEZEMBRO,12,7,sexta
460,18.14,2007,DEZEMBRO,12,8,sabado
460,18.14,2007,DEZEMBRO,12,9,domingo
460,18.14,2007,DEZEMBRO,12,10,segunda
460,18.14,2007,DEZEMBRO,12,11,terca
460,18.14,2007,DEZEMBRO,12,12,quarta
460,18.14,2007,DEZEMBRO,12,13,quinta
460,18.14,2007,DEZEMBRO,12,14,sexta
460,18.14,2007,DEZEMBRO,12,15,sabado
460,18.14,2007,DEZEMBRO,12,16,domingo
460,18.14,2007,DEZEMBRO,12,17,segunda
460,18.14,2007,DEZEMBRO,12,18,terca
460,18.14,2007,DEZEMBRO,12,19,quarta
460,18.14,2007,DEZEMBRO,12,20,quinta
460,18.14,2007,DEZEMBRO,12,21,sexta
460,18.14,2007,DEZEMBRO,12,22,sabado
460,18.14,2007,DEZEMBRO,12,23,domingo
460,18.14,2007,DEZEMBRO,12,24,segunda
460,18.14,2007,DEZEMBRO,12,25,terca
460,18.14,2007,DEZEMBRO,12,26,quarta
460,18.14,2007,DEZEMBRO,12,27,quinta
460,18.14,2007,DEZEMBRO,12,28,sexta
460,18.14,2007,DEZEMBRO,12,29,sabado
460,18.14,2007,DEZEMBRO,12,30,domingo
460,18.14,2007,DEZEMBRO,12,31,segunda
460,18.14,2008,JANEIRO,1,1,terca
460,18.14,2008,JANEIRO,1,2,quarta
460,18.14,2008,JANEIRO,1,3,quinta
460,18.14,2008,JANEIRO,1,4,sexta
460,18.14,2008,JANEIRO,1,5,sabado
460,18.14,2008,JANEIRO,1,6,domingo
460,18.14,2008,JANEIRO,1,7,segunda
460,18.14,2008,JANEIRO,1,8,terca
460,18.14,2008,JANEIRO,1,9,quarta
460,18.14,2008,JANEIRO,1,10,quinta
460,18.14,2008,JANEIRO,1,11,sexta
460,18.14,2008,JANEIRO,1,12,sabado
460,18.14,2008,JANEIRO,1,13,domingo
460,18.14,2008,JANEIRO,1,14,segunda
460,18.14,2008,JANEIRO,1,15,terca
460,18.14,2008,JANEIRO,1,16,quarta
460,18.14,2008,JANEIRO,1,17,quinta
460,18.14,2008,JANEIRO,1,18,sexta
460,18.14,2008,JANEIRO,1,19,sabado
460,18.14,2008,JANEIRO,1,20,domingo
460,18.14,2008,JANEIRO,1,21,segunda
460,18.14,2008,JANEIRO,1,22,terca
460,18.14,2008,JANEIRO,1,23,quarta
460,18.14,2008,JANEIRO,1,24,quinta
460,18.14,2008,JANEIRO,1,25,sexta
460,18.14,2008,JANEIRO,1,26,sabado
460,18.14,2008,JANEIRO,1,27,domingo
460,18.14,2008,JANEIRO,1,28,segunda
460,18.14,2008,JANEIRO,1,29,terca
460,18.14,2008,JANEIRO,1,30,quarta
460,18.14,2008,JANEIRO,1,31,quinta
460,18.14,2008,FEVEREIRO,2,1,sexta
460,18.14,2008,FEVEREIRO,2,2,sabado
460,18.14,2008,FEVEREIRO,2,3,domingo
460,18.14,2008,FEVEREIRO,2,4,segunda
460,18.14,2008,FEVEREIRO,2,5,terca
460,18.14,2008,FEVEREIRO,2,6,quarta
460,18.14,2008,FEVEREIRO,2,7,quinta
460,18.14,2008,FEVEREIRO,2,8,sexta
460,18.14,2008,FEVEREIRO,2,9,sabado
460,18.14,2008,FEVEREIRO,2,10,domingo
460,18.14,2008,FEVEREIRO,2,11,segunda
460,18.14,2008,FEVEREIRO,2,12,terca
460,18.14,2008,FEVEREIRO,2,13,quarta
460,18.14,2008,FEVEREIRO,2,14,quinta
460,18.14,2008,FEVEREIRO,2,15,sexta
460,18.14,2008,FEVEREIRO,2,16,sabado
460,18.14,2008,FEVEREIRO,2,17,domingo
460,18.14,2008,FEVEREIRO,2,18,segunda
460,18.14,2008,FEVEREIRO,2,19,terca
460,18.14,2008,FEVEREIRO,2,20,quarta
460,18.14,2008,FEVEREIRO,2,21,quinta
460,18.14,2008,FEVEREIRO,2,22,sexta
460,18.14,2008,FEVEREIRO,2,23,sabado
460,18.14,2008,FEVEREIRO,2,24,domingo
460,18.14,2008,FEVEREIRO,2,25,segunda
460,18.14,2008,FEVEREIRO,2,26,terca
460,18.14,2008,FEVEREIRO,2,27,quarta
460,18.14,2008,FEVEREIRO,2,28,quinta
460,18.14,2008,FEVEREIRO,2,29,sexta
460,18.14,2008,MARÇO,3,1,sabado
460,18.14,2008,MARÇO,3,2,domingo
460,18.14,2008,MARÇO,3,3,segunda
460,18.14,2008,MARÇO,3,4,terca
460,18.14,2008,MARÇO,3,5,quarta
460,18.14,2008,MARÇO,3,6,quinta
460,18.14,2008,MARÇO,3,7,sexta
460,18.14,2008,MARÇO,3,8,sabado
460,18.14,2008,MARÇO,3,9,domingo
460,18.14,2008,MARÇO,3,10,segunda
460,18.14,2008,MARÇO,3,11,terca
460,18.14,2008,MARÇO,3,12,quarta
460,18.14,2008,MARÇO,3,13,quinta
460,18.14,2008,MARÇO,3,14,sexta
460,18.14,2008,MARÇO,3,15,sabado
460,18.14,2008,MARÇO,3,16,domingo
460,18.14,2008,MARÇO,3,17,segunda
460,18.14,2008,MARÇO,3,18,terca
460,18.14,2008,MARÇO,3,19,quarta
460,18.14,2008,MARÇO,3,20,quinta
460,18.14,2008,MARÇO,3,21,sexta
460,18.14,2008,MARÇO,3,22,sabado
460,18.14,2008,MARÇO,3,23,domingo
460,18.14,2008,MARÇO,3,24,segunda
460,18.14,2008,MARÇO,3,25,terca
460,18.14,2008,MARÇO,3,26,quarta
460,18.14,2008,MARÇO,3,27,quinta
460,18.14,2008,MARÇO,3,28,sexta
460,18.14,2008,MARÇO,3,29,sabado
460,18.14,2008,MARÇO,3,30,domingo
460,18.14,2008,MARÇO,3,31,segunda
460,18.14,2008,ABRIL,4,1,terca
460,18.14,2008,ABRIL,4,2,quarta
460,18.14,2008,ABRIL,4,3,quinta
460,18.14,2008,ABRIL,4,4,sexta
460,18.14,2008,ABRIL,4,5,sabado
460,18.14,2008,ABRIL,4,6,domingo
460,18.14,2008,ABRIL,4,7,segunda
460,18.14,2008,ABRIL,4,8,terca
460,18.14,2008,ABRIL,4,9,quarta
460,18.14,2008,ABRIL,4,10,quinta
460,18.14,2008,ABRIL,4,11,sexta
460,18.14,2008,ABRIL,4,12,sabado
460,18.14,2008,ABRIL,4,13,domingo
460,18.14,2008,ABRIL,4,14,segunda
460,18.14,2008,ABRIL,4,15,terca
460,18.14,2008,ABRIL,4,16,quarta
460,18.14,2008,ABRIL,4,17,quinta
460,18.14,2008,ABRIL,4,18,sexta
460,18.14,2008,ABRIL,4,19,sabado
460,18.14,2008,ABRIL,4,20,domingo
460,18.14,2008,ABRIL,4,21,segunda
460,18.14,2008,ABRIL,4,22,terca
460,18.14,2008,ABRIL,4,23,quarta
460,18.14,2008,ABRIL,4,24,quinta
460,18.14,2008,ABRIL,4,25,sexta
460,18.14,2008,ABRIL,4,26,sabado
460,18.14,2008,ABRIL,4,27,domingo
460,18.14,2008,ABRIL,4,28,segunda
460,18.14,2008,ABRIL,4,29,terca
460,18.14,2008,ABRIL,4,30,quarta
460,18.14,2008,MAIO,5,1,quinta
460,18.14,2008,MAIO,5,2,sexta
460,18.14,2008,MAIO,5,3,sabado
460,18.14,2008,MAIO,5,4,domingo
460,18.14,2008,MAIO,5,5,segunda
460,18.14,2008,MAIO,5,6,terca
460,18.14,2008,MAIO,5,7,quarta
460,18.14,2008,MAIO,5,8,quinta
460,18.14,2008,MAIO,5,9,sexta
460,18.14,2008,MAIO,5,10,sabado
460,18.14,2008,MAIO,5,11,domingo
460,18.14,2008,MAIO,5,12,segunda
460,18.14,2008,MAIO,5,13,terca
460,18.14,2008,MAIO,5,14,quarta
460,18.14,2008,MAIO,5,15,quinta
460,18.14,2008,MAIO,5,16,sexta
460,18.14,2008,MAIO,5,17,sabado
460,18.14,2008,MAIO,5,18,domingo
460,18.14,2008,MAIO,5,19,segunda
460,18.14,2008,MAIO,5,20,terca
460,18.14,2008,MAIO,5,21,quarta
460,18.14,2008,MAIO,5,22,quinta
460,18.14,2008,MAIO,5,23,sexta
460,18.14,2008,MAIO,5,24,sabado
460,18.14,2008,MAIO,5,25,domingo
460,18.14,2008,MAIO,5,26,segunda
460,18.14,2008,MAIO,5,27,terca
460,18.14,2008,MAIO,5,28,quarta
460,18.14,2008,MAIO,5,29,quinta
460,18.14,2008,MAIO,5,30,sexta
460,18.14,2008,MAIO,5,31,sabado
460,18.14,2008,JUNHO,6,1,domingo
460,18.14,2008,JUNHO,6,2,segunda
460,18.14,2008,JUNHO,6,3,terca
460,18.14,2008,JUNHO,6,4,quarta
460,18.14,2008,JUNHO,6,5,quinta
460,18.14,2008,JUNHO,6,6,sexta
460,18.14,2008,JUNHO,6,7,sabado
460,18.14,2008,JUNHO,6,8,domingo
460,18.14,2008,JUNHO,6,9,segunda
460,18.14,2008,JUNHO,6,10,terca
460,18.14,2008,JUNHO,6,11,quarta
460,18.14,2008,JUNHO,6,12,quinta
460,18.14,2008,JUNHO,6,13,sexta
460,18.14,2008,JUNHO,6,14,sabado
460,18.14,2008,JUNHO,6,15,domingo
460,18.14,2008,JUNHO,6,16,segunda
460,18.14,2008,JUNHO,6,17,terca
460,18.14,2008,JUNHO,6,18,quarta
460,18.14,2008,JUNHO,6,19,quinta
460,18.14,2008,JUNHO,6,20,sexta
460,18.14,2008,JUNHO,6,21,sabado
460,18.14,2008,JUNHO,6,22,domingo
460,18.14,2008,JUNHO,6,23,segunda
460,18.14,2008,JUNHO,6,24,terca
460,18.14,2008,JUNHO,6,25,quarta
460,18.14,2008,JUNHO,6,26,quinta
460,18.14,2008,JUNHO,6,27,sexta
460,18.14,2008,JUNHO,6,28,sabado
460,18.14,2008,JUNHO,6,29,domingo
460,18.14,2008,JUNHO,6,30,segunda
460,18.14,2008,JULHO,7,1,terca
460,18.14,2008,JULHO,7,2,quarta
460,18.14,2008,JULHO,7,3,quinta
460,18.14,2008,JULHO,7,4,sexta
460,18.14,2008,JULHO,7,5,sabado
460,18.14,2008,JULHO,7,6,domingo
460,18.14,2008,JULHO,7,7,segunda
460,18.14,2008,JULHO,7,8,terca
460,18.14,2008,JULHO,7,9,quarta
460,18.14,2008,JULHO,7,10,quinta
460,18.14,2008,JULHO,7,11,sexta
460,18.14,2008,JULHO,7,12,sabado
460,18.14,2008,JULHO,7,13,domingo
460,18.14,2008,JULHO,7,14,segunda
460,18.14,2008,JULHO,7,15,terca
460,18.14,2008,JULHO,7,16,quarta
460,18.14,2008,JULHO,7,17,quinta
460,18.14,2008,JULHO,7,18,sexta
460,18.14,2008,JULHO,7,19,sabado
460,18.14,2008,JULHO,7,20,domingo
460,18.14,2008,JULHO,7,21,segunda
460,18.14,2008,JULHO,7,22,terca
460,18.14,2008,JULHO,7,23,quarta
460,18.14,2008,JULHO,7,24,quinta
460,18.14,2008,JULHO,7,25,sexta
460,18.14,2008,JULHO,7,26,sabado
460,18.14,2008,JULHO,7,27,domingo
460,18.14,2008,JULHO,7,28,segunda
460,18.14,2008,JULHO,7,29,terca
460,18.14,2008,JULHO,7,30,quarta
460,18.14,2008,JULHO,7,31,quinta
460,18.14,2008,AGOSTO,8,1,sexta
